9.02294364595, -79.5317892761, 23, Region 2
9.02295211472, -79.5317914495, 22, Region 2
9.02296128093, -79.5317938019, 21, Region 2
9.02296950892, -79.5317959135, 20, Region 2
9.02297867512, -79.5317982659, 19, Region 2
9.02298596491, -79.5318001367, 18, Region 2
9.02299489033, -79.5318024273, 17, Region 2
9.02300405653, -79.5318047797, 16, Region 2
9.02301228453, -79.5318068913, 15, Region 2
9.02301909276, -79.5318086386, 14, Region 2
9.0230268392, -79.5318106266, 13, Region 2
9.02303788181, -79.5318134605, 12, Region 2
9.02304798622, -79.5318160537, 11, Region 2
9.02305715242, -79.5318184061, 10, Region 2
9.02306725683, -79.5318209992, 9, Region 2
9.02307687968, -79.5318234688, 8, Region 2
9.02308768152, -79.531826241, 6, Region 2
9.02309754515, -79.5318287723, 5, Region 2
9.02310671135, -79.5318311247, 4, Region 2
9.0231163342, -79.5318335943, 3, Region 2
9.02312689526, -79.5318363047, 2, Region 2
9.02313839453, -79.5318392558, 1, Region 2
9.02314941224, -79.5318420834, 0, Region 2
9.02315809688, -79.5318443122, 1, Region 2
9.02316702231, -79.5318466027, 2, Region 2
9.02317337389, -79.5318482328, 2, Region 2
9.02317503443, -79.531848659, 3, Region 2
9.02317505934, -79.5318486653, 3, Region 2
9.02317554089, -79.5318487889, 3, Region 2
9.02317484347, -79.5318486099, 3, Region 2
9.02317883707, -79.5318496349, 3, Region 2
9.02318162679, -79.5318503508, 3, Region 2
9.02318605214, -79.5318514865, 4, Region 2
9.02319187235, -79.5318529802, 5, Region 2
9.02319581614, -79.5318539923, 5, Region 2
